Year,Stream Name,Standard G-R scale age,PostOrbitalHypural_Length,CWT_Age,ForkLength_from PostOorbitalHypural_Length,FL_rounded
2014,Harrison R,41,72.4,.,89.5,90
2014,Harrison R,41,72.5,.,89.6,90
2014,Harrison R,41,72.5,.,89.6,90
2014,Harrison R,41,72.5,4,89.6,90
2014,Harrison R,41,72.5,4,89.6,90
2014,Harrison R,41,72.5,.,89.6,90
2014,Harrison R,41,72.5,.,89.6,90
2014,Harrison R,41,72.6,.,89.8,90
2014,Harrison R,41,72.6,.,89.8,90
2014,Harrison R,41,72.6,.,89.8,90
2014,Harrison R,41,72.6,.,89.8,90
2014,Harrison R,41,72.7,.,89.9,90
2014,Harrison R,41,72.7,.,89.9,90
2014,Harrison R,41,72.8,.,90.0,90
2014,Harrison R,41,72.8,.,90.0,90
2014,Harrison R,41,72.8,4,90.0,90
2014,Harrison R,41,73,.,90.3,90
2014,Harrison R,41,73,.,90.3,90
2014,Harrison R,41,73,4,90.3,90
2014,Harrison R,41,73,.,90.3,90
2014,Harrison R,41,73,.,90.3,90
2014,Harrison R,41,73,.,90.3,90
2014,Harrison R,41,73,.,90.3,90
2014,Harrison R,41,73,.,90.3,90
2014,Harrison R,41,73,.,90.3,90
2014,Harrison R,41,73,.,90.3,90
2014,Harrison R,41,73.1,4,90.4,90
2014,Harrison R,41,73.2,.,90.5,91
2014,Harrison R,41,73.2,.,90.5,91
2014,Harrison R,41,73.2,.,90.5,91
2014,Harrison R,41,73.2,.,90.5,91
2014,Harrison R,41,73.2,.,90.5,91
2014,Harrison R,41,73.2,.,90.5,91
2014,Harrison R,41,73.2,.,90.5,91
2014,Harrison R,41,73.2,.,90.5,91
2014,Harrison R,41,73.2,4,90.5,91
2014,Harrison R,41,73.2,.,90.5,91
2014,Harrison R,41,73.2,.,90.5,91
2014,Harrison R,41,73.3,.,90.6,91
2014,Harrison R,41,73.3,.,90.6,91
2014,Harrison R,41,73.4,.,90.7,91
2014,Harrison R,41,73.4,4,90.7,91
2014,Harrison R,41,73.4,4,90.7,91
2014,Harrison R,41,73.4,4,90.7,91
2014,Harrison R,41,73.4,.,90.7,91
2014,Harrison R,41,73.4,.,90.7,91
2014,Harrison R,41,73.5,.,90.9,91
2014,Harrison R,41,73.5,.,90.9,91
2014,Harrison R,41,73.5,.,90.9,91
2014,Harrison R,41,73.5,.,90.9,91
2014,Harrison R,41,73.5,.,90.9,91
2014,Harrison R,41,73.6,.,91.0,91
2014,Harrison R,41,73.6,.,91.0,91
2014,Harrison R,41,73.6,.,91.0,91
2014,Harrison R,41,73.7,.,91.1,91
2014,Harrison R,41,73.7,.,91.1,91
2014,Harrison R,41,73.7,.,91.1,91
2014,Harrison R,41,73.7,.,91.1,91
2014,Harrison R,41,73.7,.,91.1,91
2014,Harrison R,41,73.7,.,91.1,91
2014,Harrison R,41,73.8,.,91.2,91
2014,Harrison R,41,73.8,.,91.2,91
2014,Harrison R,41,74,.,91.5,91
2014,Harrison R,41,74,.,91.5,91
2014,Harrison R,41,74,.,91.5,91
2014,Harrison R,41,74,.,91.5,91
2014,Harrison R,41,74.2,.,91.7,92
2014,Harrison R,41,74.2,4,91.7,92
2014,Harrison R,41,74.2,.,91.7,92
2014,Harrison R,41,74.2,.,91.7,92
2014,Harrison R,41,74.4,.,92.0,92
2014,Harrison R,41,74.4,.,92.0,92
2014,Harrison R,41,74.4,.,92.0,92
2014,Harrison R,41,74.5,.,92.1,92
2014,Harrison R,41,74.5,4,92.1,92
2014,Harrison R,41,74.5,.,92.1,92
2014,Harrison R,41,74.5,.,92.1,92
2014,Harrison R,41,74.6,.,92.2,92
2014,Harrison R,41,74.6,.,92.2,92
2014,Harrison R,41,74.6,.,92.2,92
2014,Harrison R,41,74.6,4,92.2,92
2014,Harrison R,41,74.6,.,92.2,92
2014,Harrison R,41,74.7,.,92.4,92
2014,Harrison R,41,74.8,.,92.5,92
2014,Harrison R,41,74.9,.,92.6,93
2014,Harrison R,41,74.9,4,92.6,93
2014,Harrison R,41,75,.,92.7,93
2014,Harrison R,41,75,.,92.7,93
2014,Harrison R,41,75,.,92.7,93
2014,Harrison R,41,75,.,92.7,93
2014,Harrison R,41,75,.,92.7,93
2014,Harrison R,41,75.1,.,92.9,93
2014,Harrison R,41,75.1,4,92.9,93
2014,Harrison R,41,75.2,.,93.0,93
2014,Harrison R,41,75.2,3,93.0,93
2014,Harrison R,41,75.2,.,93.0,93
2014,Harrison R,41,75.2,.,93.0,93
2014,Harrison R,41,75.2,.,93.0,93
2014,Harrison R,41,75.2,.,93.0,93
2014,Harrison R,41,75.3,4,93.1,93
2014,Harrison R,41,75.3,.,93.1,93
2014,Harrison R,41,75.5,.,93.3,93
2014,Harrison R,41,75.5,.,93.3,93
2014,Harrison R,41,75.5,.,93.3,93
2014,Harrison R,41,75.5,.,93.3,93
2014,Harrison R,41,75.5,4,93.3,93
2014,Harrison R,41,75.5,.,93.3,93
2014,Harrison R,41,75.6,.,93.5,93
2014,Harrison R,41,75.6,4,93.5,93
2014,Harrison R,41,75.6,.,93.5,93
2014,Harrison R,41,75.6,4,93.5,93
2014,Harrison R,41,75.7,.,93.6,94
2014,Harrison R,41,75.7,.,93.6,94
2014,Harrison R,41,75.8,.,93.7,94
2014,Harrison R,41,75.8,.,93.7,94
2014,Harrison R,41,75.9,.,93.8,94
2014,Harrison R,41,75.9,.,93.8,94
2014,Harrison R,41,76,4,94.0,94
2014,Harrison R,41,76.1,.,94.1,94
2014,Harrison R,41,76.1,.,94.1,94
2014,Harrison R,41,76.1,.,94.1,94
2014,Harrison R,41,76.1,.,94.1,94
2014,Harrison R,41,76.1,4,94.1,94
2014,Harrison R,41,76.2,.,94.2,94
2014,Harrison R,41,76.2,.,94.2,94
2014,Harrison R,41,76.2,.,94.2,94
2014,Harrison R,41,76.2,.,94.2,94
2014,Harrison R,41,76.3,4,94.3,94
2014,Harrison R,41,76.3,.,94.3,94
2014,Harrison R,41,76.3,.,94.3,94
2014,Harrison R,41,76.3,.,94.3,94
2014,Harrison R,41,76.4,.,94.5,94
2014,Harrison R,41,76.4,.,94.5,94
2014,Harrison R,41,76.5,.,94.6,95
2014,Harrison R,41,76.5,.,94.6,95
2014,Harrison R,41,76.5,.,94.6,95
2014,Harrison R,41,76.5,3,94.6,95
2014,Harrison R,41,76.6,.,94.7,95
2014,Harrison R,41,76.6,.,94.7,95
2014,Harrison R,41,76.6,.,94.7,95
2014,Harrison R,41,76.6,.,94.7,95
2014,Harrison R,41,76.7,.,94.8,95
2014,Harrison R,41,76.7,.,94.8,95
2014,Harrison R,41,76.8,.,95.0,95
2014,Harrison R,41,76.8,.,95.0,95
2014,Harrison R,41,76.8,.,95.0,95
2014,Harrison R,41,76.8,.,95.0,95
2014,Harrison R,41,76.8,.,95.0,95
2014,Harrison R,41,76.9,.,95.1,95
2014,Harrison R,41,76.9,.,95.1,95
2014,Harrison R,41,77,.,95.2,95
2014,Harrison R,41,77,.,95.2,95
2014,Harrison R,41,77,4,95.2,95
2014,Harrison R,41,77.1,.,95.3,95
2014,Harrison R,41,77.1,.,95.3,95
2014,Harrison R,41,77.2,4,95.5,95
2014,Harrison R,41,77.2,.,95.5,95
2014,Harrison R,41,77.2,.,95.5,95
2014,Harrison R,41,77.2,.,95.5,95
2014,Harrison R,41,77.3,.,95.6,96
2014,Harrison R,41,77.3,.,95.6,96
2014,Harrison R,41,77.4,.,95.7,96
2014,Harrison R,41,77.4,.,95.7,96
2014,Harrison R,41,77.4,.,95.7,96
2014,Harrison R,41,77.4,.,95.7,96
2014,Harrison R,41,77.5,.,95.8,96
2014,Harrison R,41,77.6,.,95.9,96
2014,Harrison R,41,77.6,.,95.9,96
2014,Harrison R,41,77.6,.,95.9,96
2014,Harrison R,41,77.8,.,96.2,96
2014,Harrison R,41,78,.,96.4,96
2014,Harrison R,41,78,.,96.4,96
2014,Harrison R,41,78,.,96.4,96
2014,Harrison R,41,78.1,.,96.6,97
2014,Harrison R,41,78.2,.,96.7,97
2014,Harrison R,41,78.2,.,96.7,97
2014,Harrison R,41,78.2,.,96.7,97
2014,Harrison R,41,78.4,.,96.9,97
2014,Harrison R,41,78.4,.,96.9,97
2014,Harrison R,41,78.4,4,96.9,97
2014,Harrison R,41,78.5,.,97.1,97
2014,Harrison R,41,78.5,.,97.1,97
2014,Harrison R,41,78.6,.,97.2,97
2014,Harrison R,41,78.6,.,97.2,97
2014,Harrison R,41,78.8,.,97.4,97
2014,Harrison R,41,79,.,97.7,98
2014,Harrison R,41,79.1,.,97.8,98
2014,Harrison R,41,79.1,.,97.8,98
2014,Harrison R,41,79.1,.,97.8,98
2014,Harrison R,41,79.1,.,97.8,98
2014,Harrison R,41,79.2,.,97.9,98
2014,Harrison R,41,79.2,.,97.9,98
2014,Harrison R,41,79.2,.,97.9,98
2014,Harrison R,41,79.3,.,98.0,98
2014,Harrison R,41,79.3,4,98.0,98
2014,Harrison R,41,79.4,.,98.2,98
2014,Harrison R,41,79.5,.,98.3,98
2014,Harrison R,41,79.6,.,98.4,98
2014,Harrison R,41,79.7,.,98.5,99
2014,Harrison R,41,79.8,4,98.7,99
2014,Harrison R,41,80,.,98.9,99
2014,Harrison R,41,80,.,98.9,99
2014,Harrison R,41,80.2,.,99.2,99
2014,Harrison R,41,80.2,.,99.2,99
2014,Harrison R,41,80.4,.,99.4,99
2014,Harrison R,41,80.5,.,99.5,100
2014,Harrison R,41,80.5,.,99.5,100
2014,Harrison R,41,80.6,.,99.7,100
2014,Harrison R,41,80.6,.,99.7,100
2014,Harrison R,41,80.7,.,99.8,100
2014,Harrison R,41,80.7,.,99.8,100
2014,Harrison R,41,80.8,.,99.9,100
2014,Harrison R,41,80.8,.,99.9,100
2014,Harrison R,41,80.9,.,100.0,100
2014,Harrison R,41,80.9,.,100.0,100
2014,Harrison R,41,80.93695,.,100.1,100
2014,Harrison R,41,81.2,4,100.4,100
2014,Harrison R,41,81.2,.,100.4,100
2014,Harrison R,41,81.4,.,100.6,101
2014,Harrison R,41,81.8,.,101.1,101
2014,Harrison R,41,81.9,.,101.3,101
2014,Harrison R,41,81.9,.,101.3,101
2014,Harrison R,41,82.3,.,101.8,102
2014,Harrison R,41,82.6,.,102.1,102
2014,Harrison R,41,83,.,102.6,103
2014,Harrison R,41,84.4,.,104.4,104
2014,Harrison R,41,85,.,105.1,105
2014,Harrison R,41,87.4,.,108.1,108
2014,Harrison R,41,87.5,.,108.2,108
2014,Harrison R,51,61.5,5,76.0,76
2014,Harrison R,51,62.3,.,77.0,77
2014,Harrison R,51,65.4,.,80.8,81
2014,Harrison R,51,65.5,.,81.0,81
2014,Harrison R,51,68,.,84.1,84
2014,Harrison R,51,68.7,.,84.9,85
2014,Harrison R,51,68.9,.,85.2,85
2014,Harrison R,51,69.1,.,85.4,85
2014,Harrison R,51,69.2,.,85.5,86
2014,Harrison R,51,69.5,.,85.9,86
2014,Harrison R,51,69.8,.,86.3,86
2014,Harrison R,51,69.9,5,86.4,86
2014,Harrison R,51,70.3,.,86.9,87
2014,Harrison R,51,70.8,.,87.5,88
2014,Harrison R,51,71,.,87.8,88
2014,Harrison R,51,71.2,.,88.0,88
2014,Harrison R,51,71.6,.,88.5,89
2014,Harrison R,51,71.7,.,88.6,89
2014,Harrison R,51,72.4,.,89.5,90
2014,Harrison R,51,73,.,90.3,90
2014,Harrison R,51,73.6,.,91.0,91
2014,Harrison R,51,74.3,.,91.9,92
2014,Harrison R,51,74.5,.,92.1,92
2014,Harrison R,51,74.7,.,92.4,92
2014,Harrison R,51,74.8,.,92.5,92
2014,Harrison R,51,75.1,.,92.9,93
2014,Harrison R,51,75.5,.,93.3,93
2014,Harrison R,51,75.9,.,93.8,94
2014,Harrison R,51,76.1,.,94.1,94
2014,Harrison R,51,76.4,.,94.5,94
2014,Harrison R,51,76.5,.,94.6,95
2014,Harrison R,51,77,.,95.2,95
2014,Harrison R,51,77.3,.,95.6,96
2014,Harrison R,51,78.4,.,96.9,97
2014,Harrison R,51,78.8,.,97.4,97
2014,Harrison R,51,79.1,.,97.8,98
2014,Harrison R,51,80.7,.,99.8,100
2014,Harrison R,51,80.8,.,99.9,100
2014,Harrison R,51,81.5,.,100.8,101
2014,Harrison R,51,82.6,.,102.1,102
2014,Harrison R,51,85.7,.,106.0,106
2014,Harrison R,51,86.4,.,106.8,107
2015,Harrison R,31,36.5,.,45.1,45
2015,Harrison R,31,39.3,.,48.5,49
2015,Harrison R,31,40.8,.,50.4,50
2015,Harrison R,31,46,.,56.8,57
2015,Harrison R,31,46,.,56.8,57
2015,Harrison R,31,46.3,.,57.2,57
2015,Harrison R,31,46.4,.,57.3,57
2015,Harrison R,31,46.5,.,57.5,57
2015,Harrison R,31,46.7,.,57.7,58
2015,Harrison R,31,48.3,.,59.7,60
2015,Harrison R,31,48.7,.,60.2,60
2015,Harrison R,31,48.8,.,60.3,60
2015,Harrison R,31,49,.,60.5,61
2015,Harrison R,31,49.3,.,60.9,61
2015,Harrison R,31,49.3,.,60.9,61
2015,Harrison R,31,50.2,.,62.0,62
2015,Harrison R,31,51,.,63.0,63
2015,Harrison R,31,52.2,.,64.5,65
2015,Harrison R,31,52.5,.,64.9,65
2015,Harrison R,31,52.7,.,65.1,65
2015,Harrison R,31,53.3,.,65.9,66
2015,Harrison R,31,53.7,.,66.4,66
2015,Harrison R,31,54.2,.,67.0,67
2015,Harrison R,31,54.6,.,67.5,67
2015,Harrison R,31,54.8,.,67.7,68
2015,Harrison R,31,55.2,.,68.2,68
2015,Harrison R,31,55.3,.,68.3,68
2015,Harrison R,31,55.7,.,68.8,69
2015,Harrison R,31,56.3,.,69.6,70
2015,Harrison R,31,56.4,.,69.7,70
2015,Harrison R,31,57.4,.,70.9,71
2015,Harrison R,31,57.5,.,71.1,71
2015,Harrison R,31,57.7,.,71.3,71
2015,Harrison R,31,57.8,.,71.4,71
2015,Harrison R,31,58.2,.,71.9,72
2015,Harrison R,31,58.3,.,72.1,72
2015,Harrison R,31,58.6,.,72.4,72
2015,Harrison R,31,58.7,.,72.6,73
2015,Harrison R,31,59.2,.,73.2,73
2015,Harrison R,31,59.4,.,73.4,73
2015,Harrison R,31,59.6,.,73.7,74
2015,Harrison R,31,59.9,.,74.0,74
2015,Harrison R,31,59.9,.,74.0,74
2015,Harrison R,31,60.1,.,74.3,74
2015,Harrison R,31,60.3,.,74.5,75
2015,Harrison R,31,60.4,.,74.7,75
2015,Harrison R,31,60.4,.,74.7,75
2015,Harrison R,31,60.5,.,74.8,75
2015,Harrison R,31,60.6,.,74.9,75
2015,Harrison R,31,60.7,.,75.0,75
2015,Harrison R,31,60.8,.,75.2,75
2015,Harrison R,31,61,.,75.4,75
2015,Harrison R,31,61.2,.,75.6,76
2015,Harrison R,31,61.3,.,75.8,76
2015,Harrison R,31,61.4,.,75.9,76
2015,Harrison R,31,61.4,.,75.9,76
2015,Harrison R,31,61.5,.,76.0,76
2015,Harrison R,31,61.7,.,76.3,76
2015,Harrison R,31,61.8,.,76.4,76
2015,Harrison R,31,61.9,.,76.5,77
2015,Harrison R,31,62.3,.,77.0,77
2015,Harrison R,31,62.5,.,77.3,77
2015,Harrison R,31,62.5,.,77.3,77
2015,Harrison R,31,62.8,.,77.6,78
2015,Harrison R,31,63.2,.,78.1,78
2015,Harrison R,31,63.2,.,78.1,78
2015,Harrison R,31,63.3,.,78.2,78
2015,Harrison R,31,63.3,.,78.2,78
2015,Harrison R,31,63.4,.,78.4,78
2015,Harrison R,31,63.4,.,78.4,78
2015,Harrison R,31,63.5,.,78.5,79
2015,Harrison R,31,63.6,.,78.6,79
2015,Harrison R,31,63.6,.,78.6,79
2015,Harrison R,31,63.8,.,78.9,79
2015,Harrison R,31,64,.,79.1,79
2015,Harrison R,31,64,.,79.1,79
2015,Harrison R,31,64.5,.,79.7,80
2015,Harrison R,31,64.9,.,80.2,80
2015,Harrison R,31,65,.,80.4,80
2015,Harrison R,31,65.2,.,80.6,81
2015,Harrison R,31,65.3,.,80.7,81
2015,Harrison R,31,65.4,.,80.8,81
2015,Harrison R,31,65.4,.,80.8,81
2015,Harrison R,31,65.5,.,81.0,81
2015,Harrison R,31,65.8,.,81.3,81
2015,Harrison R,31,66,.,81.6,82
2015,Harrison R,31,66.1,.,81.7,82
2015,Harrison R,31,66.3,.,82.0,82
2015,Harrison R,31,66.5,.,82.2,82
2015,Harrison R,31,66.5,.,82.2,82
2015,Harrison R,31,67.1,.,83.0,83
2015,Harrison R,31,67.6,.,83.6,84
2015,Harrison R,31,67.6,3,83.6,84
2015,Harrison R,31,67.7,.,83.7,84
2015,Harrison R,31,68.7,.,84.9,85
2015,Harrison R,31,69.2,.,85.5,86
2015,Harrison R,31,69.3,.,85.7,86
2015,Harrison R,31,69.3,.,85.7,86
2015,Harrison R,31,69.5,.,85.9,86
2015,Harrison R,31,69.9,.,86.4,86
2015,Harrison R,31,70.1,.,86.7,87
2015,Harrison R,31,70.3,.,86.9,87
2015,Harrison R,31,70.8,.,87.5,88
2015,Harrison R,31,72.6,.,89.8,90
2015,Harrison R,31,73.6,.,91.0,91
2015,Harrison R,31,74.3,.,91.9,92
2015,Harrison R,31,79.3,.,98.0,98
2015,Harrison R,41,46.8,.,57.8,58
2015,Harrison R,41,47.4,.,58.6,59
2015,Harrison R,41,49.2,.,60.8,61
2015,Harrison R,41,50.4,.,62.3,62
2015,Harrison R,41,52.2,.,64.5,65
2015,Harrison R,41,52.3,.,64.6,65
2015,Harrison R,41,53.8,.,66.5,66
2015,Harrison R,41,54.2,.,67.0,67
2015,Harrison R,41,54.6,.,67.5,67
2015,Harrison R,41,55.3,.,68.3,68
2015,Harrison R,41,55.3,.,68.3,68
2015,Harrison R,41,56.1,.,69.3,69
2015,Harrison R,41,56.1,.,69.3,69
2015,Harrison R,41,56.1,.,69.3,69
2015,Harrison R,41,56.2,.,69.5,69
2015,Harrison R,41,56.9,.,70.3,70
2015,Harrison R,41,57.2,.,70.7,71
2015,Harrison R,41,57.5,.,71.1,71
2015,Harrison R,41,57.8,.,71.4,71
2015,Harrison R,41,58,.,71.7,72
2015,Harrison R,41,58,.,71.7,72
2015,Harrison R,41,58.1,.,71.8,72
2015,Harrison R,41,58.5,.,72.3,72
2015,Harrison R,41,58.6,.,72.4,72
2015,Harrison R,41,58.6,.,72.4,72
2015,Harrison R,41,58.9,.,72.8,73
2015,Harrison R,41,59,.,72.9,73
2015,Harrison R,41,59,.,72.9,73
2015,Harrison R,41,59.4,.,73.4,73
2015,Harrison R,41,59.5,.,73.5,74
2015,Harrison R,41,59.6,.,73.7,74
2015,Harrison R,41,59.8,.,73.9,74
2015,Harrison R,41,59.8,.,73.9,74
2015,Harrison R,41,59.8,.,73.9,74
2015,Harrison R,41,59.9,.,74.0,74
2015,Harrison R,41,60.4,.,74.7,75
2015,Harrison R,41,60.5,.,74.8,75
2015,Harrison R,41,60.5,.,74.8,75
2015,Harrison R,41,60.6,.,74.9,75
2015,Harrison R,41,60.7,.,75.0,75
2015,Harrison R,41,61.1,.,75.5,76
2015,Harrison R,41,61.2,.,75.6,76
2015,Harrison R,41,61.2,.,75.6,76
2015,Harrison R,41,61.2,.,75.6,76
2015,Harrison R,41,61.3,.,75.8,76
2015,Harrison R,41,61.3,.,75.8,76
2015,Harrison R,41,61.4,.,75.9,76
2015,Harrison R,41,61.4,.,75.9,76
2015,Harrison R,41,61.4,.,75.9,76
2015,Harrison R,41,61.5,.,76.0,76
2015,Harrison R,41,61.5,.,76.0,76
2015,Harrison R,41,61.6,.,76.1,76
2015,Harrison R,41,61.6,.,76.1,76
2015,Harrison R,41,62,.,76.6,77
2015,Harrison R,41,62.1,.,76.8,77
2015,Harrison R,41,62.1,.,76.8,77
2015,Harrison R,41,62.2,.,76.9,77
2015,Harrison R,41,62.2,.,76.9,77
2015,Harrison R,41,62.2,.,76.9,77
2015,Harrison R,41,62.2,.,76.9,77
2015,Harrison R,41,62.3,.,77.0,77
2015,Harrison R,41,62.3,.,77.0,77
2015,Harrison R,41,62.4,.,77.1,77
2015,Harrison R,41,62.4,.,77.1,77
2015,Harrison R,41,62.5,.,77.3,77
2015,Harrison R,41,62.5,.,77.3,77
2015,Harrison R,41,62.5,.,77.3,77
2015,Harrison R,41,62.5,.,77.3,77
2015,Harrison R,41,62.6,.,77.4,77
2015,Harrison R,41,62.6,.,77.4,77
2015,Harrison R,41,62.6,.,77.4,77
2015,Harrison R,41,62.6,.,77.4,77
2015,Harrison R,41,62.6,.,77.4,77
2015,Harrison R,41,62.7,.,77.5,78
2015,Harrison R,41,62.7,.,77.5,78
2015,Harrison R,41,62.7,.,77.5,78
2015,Harrison R,41,62.7,.,77.5,78
2015,Harrison R,41,62.8,.,77.6,78
2015,Harrison R,41,62.8,.,77.6,78
2015,Harrison R,41,62.8,.,77.6,78
2015,Harrison R,41,62.9,.,77.8,78
2015,Harrison R,41,63,.,77.9,78
2015,Harrison R,41,63,.,77.9,78
2015,Harrison R,41,63,.,77.9,78
2015,Harrison R,41,63.2,.,78.1,78
2015,Harrison R,41,63.3,.,78.2,78
2015,Harrison R,41,63.3,.,78.2,78
2015,Harrison R,41,63.4,.,78.4,78
2015,Harrison R,41,63.4,.,78.4,78
2015,Harrison R,41,63.4,.,78.4,78
2015,Harrison R,41,63.4,.,78.4,78
2015,Harrison R,41,63.5,.,78.5,79
2015,Harrison R,41,63.5,.,78.5,79
2015,Harrison R,41,63.6,.,78.6,79
2015,Harrison R,41,63.8,.,78.9,79
2015,Harrison R,41,63.8,.,78.9,79
2015,Harrison R,41,63.8,.,78.9,79
2015,Harrison R,41,63.9,.,79.0,79
2015,Harrison R,41,63.9,.,79.0,79
2015,Harrison R,41,63.9,.,79.0,79
2015,Harrison R,41,63.9,.,79.0,79
2015,Harrison R,41,63.9,.,79.0,79
2015,Harrison R,41,64,.,79.1,79
2015,Harrison R,41,64,.,79.1,79
2015,Harrison R,41,64,.,79.1,79
2015,Harrison R,41,64.1,.,79.2,79
2015,Harrison R,41,64.1,.,79.2,79
2015,Harrison R,41,64.2,.,79.4,79
2015,Harrison R,41,64.2,.,79.4,79
2015,Harrison R,41,64.3,.,79.5,79
2015,Harrison R,41,64.4,.,79.6,80
2015,Harrison R,41,64.4,.,79.6,80
2015,Harrison R,41,64.4,.,79.6,80
2015,Harrison R,41,64.5,.,79.7,80
2015,Harrison R,41,64.5,.,79.7,80
2015,Harrison R,41,64.5,.,79.7,80
2015,Harrison R,41,64.7,.,80.0,80
2015,Harrison R,41,64.8,.,80.1,80
2015,Harrison R,41,64.8,.,80.1,80
2015,Harrison R,41,64.8,.,80.1,80
2015,Harrison R,41,64.9,.,80.2,80
2015,Harrison R,41,64.9,.,80.2,80
2015,Harrison R,41,64.9,.,80.2,80
2015,Harrison R,41,64.9,.,80.2,80
2015,Harrison R,41,64.9,.,80.2,80
2015,Harrison R,41,65,.,80.4,80
2015,Harrison R,41,65,.,80.4,80
2015,Harrison R,41,65,.,80.4,80
2015,Harrison R,41,65,.,80.4,80
2015,Harrison R,41,65,.,80.4,80
2015,Harrison R,41,65,.,80.4,80
2015,Harrison R,41,65.1,.,80.5,80
2015,Harrison R,41,65.2,.,80.6,81
2015,Harrison R,41,65.2,.,80.6,81
2015,Harrison R,41,65.4,.,80.8,81
2015,Harrison R,41,65.5,.,81.0,81
2015,Harrison R,41,65.5,.,81.0,81
2015,Harrison R,41,65.5,.,81.0,81
2015,Harrison R,41,65.5,.,81.0,81
2015,Harrison R,41,65.5,.,81.0,81
2015,Harrison R,41,65.5,.,81.0,81
2015,Harrison R,41,65.5,.,81.0,81
2015,Harrison R,41,65.5,.,81.0,81
2015,Harrison R,41,65.6,.,81.1,81
2015,Harrison R,41,65.6,.,81.1,81
2015,Harrison R,41,65.6,.,81.1,81
2015,Harrison R,41,65.7,.,81.2,81
2015,Harrison R,41,65.7,.,81.2,81
2015,Harrison R,41,65.8,.,81.3,81
2015,Harrison R,41,65.8,.,81.3,81
2015,Harrison R,41,65.8,.,81.3,81
2015,Harrison R,41,65.8,.,81.3,81
2015,Harrison R,41,65.8,.,81.3,81
2015,Harrison R,41,65.8,.,81.3,81
2015,Harrison R,41,65.9,.,81.5,81
2015,Harrison R,41,65.9,.,81.5,81
2015,Harrison R,41,65.9,.,81.5,81
2015,Harrison R,41,65.9,.,81.5,81
2015,Harrison R,41,66,.,81.6,82
2015,Harrison R,41,66,.,81.6,82
2015,Harrison R,41,66,.,81.6,82
2015,Harrison R,41,66,.,81.6,82
2015,Harrison R,41,66,.,81.6,82
2015,Harrison R,41,66,.,81.6,82
2015,Harrison R,41,66,.,81.6,82
2015,Harrison R,41,66.1,.,81.7,82
2015,Harrison R,41,66.1,.,81.7,82
2015,Harrison R,41,66.1,.,81.7,82
2015,Harrison R,41,66.1,.,81.7,82
2015,Harrison R,41,66.1,.,81.7,82
2015,Harrison R,41,66.1,.,81.7,82
2015,Harrison R,41,66.2,.,81.8,82
2015,Harrison R,41,66.2,.,81.8,82
2015,Harrison R,41,66.3,.,82.0,82
2015,Harrison R,41,66.3,.,82.0,82
2015,Harrison R,41,66.3,.,82.0,82
2015,Harrison R,41,66.3,.,82.0,82
2015,Harrison R,41,66.3,.,82.0,82
2015,Harrison R,41,66.3,.,82.0,82
2015,Harrison R,41,66.4,.,82.1,82
2015,Harrison R,41,66.4,.,82.1,82
2015,Harrison R,41,66.4,.,82.1,82
2015,Harrison R,41,66.4,.,82.1,82
2015,Harrison R,41,66.5,.,82.2,82
2015,Harrison R,41,66.5,.,82.2,82
2015,Harrison R,41,66.5,.,82.2,82
2015,Harrison R,41,66.5,.,82.2,82
2015,Harrison R,41,66.5,.,82.2,82
2015,Harrison R,41,66.5,.,82.2,82
2015,Harrison R,41,66.5,.,82.2,82
2015,Harrison R,41,66.5,.,82.2,82
2015,Harrison R,41,66.6,.,82.3,82
2015,Harrison R,41,66.6,.,82.3,82
2015,Harrison R,41,66.7,.,82.5,82
2015,Harrison R,41,66.7,.,82.5,82
2015,Harrison R,41,66.7,.,82.5,82
2015,Harrison R,41,66.7,.,82.5,82
2015,Harrison R,41,66.7,.,82.5,82
2015,Harrison R,41,66.7,.,82.5,82
2015,Harrison R,41,66.7,.,82.5,82
2015,Harrison R,41,66.8,.,82.6,83
2015,Harrison R,41,66.8,.,82.6,83
2015,Harrison R,41,66.8,.,82.6,83
2015,Harrison R,41,66.8,.,82.6,83
2015,Harrison R,41,66.9,.,82.7,83
2015,Harrison R,41,66.9,.,82.7,83
2015,Harrison R,41,66.9,.,82.7,83
2015,Harrison R,41,67,.,82.8,83
2015,Harrison R,41,67,.,82.8,83
2015,Harrison R,41,67,.,82.8,83
2015,Harrison R,41,67,.,82.8,83
2015,Harrison R,41,67,.,82.8,83
2015,Harrison R,41,67.1,.,83.0,83
2015,Harrison R,41,67.1,.,83.0,83
2015,Harrison R,41,67.1,.,83.0,83
2015,Harrison R,41,67.1,.,83.0,83
2015,Harrison R,41,67.2,.,83.1,83
2015,Harrison R,41,67.2,.,83.1,83
2015,Harrison R,41,67.2,.,83.1,83
2015,Harrison R,41,67.3,.,83.2,83
2015,Harrison R,41,67.4,.,83.3,83
2015,Harrison R,41,67.4,.,83.3,83
2015,Harrison R,41,67.4,.,83.3,83
2015,Harrison R,41,67.4,.,83.3,83
2015,Harrison R,41,67.4,.,83.3,83
2015,Harrison R,41,67.5,.,83.4,83
2015,Harrison R,41,67.5,.,83.4,83
2015,Harrison R,41,67.5,.,83.4,83
2015,Harrison R,41,67.5,.,83.4,83
2015,Harrison R,41,67.6,.,83.6,84
2015,Harrison R,41,67.6,.,83.6,84
2015,Harrison R,41,67.6,.,83.6,84
2015,Harrison R,41,67.6,.,83.6,84
2015,Harrison R,41,67.6,.,83.6,84
