Year,Stream Name,Standard G-R scale age,PostOrbitalHypural_Length,CWT_Age,ForkLength_from PostOorbitalHypural_Length,FL_rounded
2013,Chilko R,42,56.1,.,69.3,69
2013,Chilko R,42,56.1,.,69.3,69
2013,Chilko R,42,56.2,.,69.5,69
2013,Chilko R,42,56.2,.,69.5,69
2013,Chilko R,42,56.39785,.,69.7,70
2013,Chilko R,42,56.4,.,69.7,70
2013,Chilko R,42,56.4,.,69.7,70
2013,Chilko R,42,56.5,.,69.8,70
2013,Chilko R,42,56.5,.,69.8,70
2013,Chilko R,42,56.6,.,70.0,70
2013,Chilko R,42,56.7,.,70.1,70
2013,Chilko R,42,56.7,.,70.1,70
2013,Chilko R,42,56.7,.,70.1,70
2013,Chilko R,42,56.8,.,70.2,70
2013,Chilko R,42,56.8,.,70.2,70
2013,Chilko R,42,56.9,.,70.3,70
2013,Chilko R,42,57,.,70.5,70
2013,Chilko R,42,57,.,70.5,70
2013,Chilko R,42,57,.,70.5,70
2013,Chilko R,42,57,.,70.5,70
2013,Chilko R,42,57.1,.,70.6,71
2013,Chilko R,42,57.1,.,70.6,71
2013,Chilko R,42,57.1,.,70.6,71
2013,Chilko R,42,57.1,.,70.6,71
2013,Chilko R,42,57.2,.,70.7,71
2013,Chilko R,42,57.2,.,70.7,71
2013,Chilko R,42,57.2,.,70.7,71
2013,Chilko R,42,57.3,.,70.8,71
2013,Chilko R,42,57.3,.,70.8,71
2013,Chilko R,42,57.3,.,70.8,71
2013,Chilko R,42,57.3,.,70.8,71
2013,Chilko R,42,57.4,.,70.9,71
2013,Chilko R,42,57.4,.,70.9,71
2013,Chilko R,42,57.4,.,70.9,71
2013,Chilko R,42,57.5,.,71.1,71
2013,Chilko R,42,57.5,.,71.1,71
2013,Chilko R,42,57.5,.,71.1,71
2013,Chilko R,42,57.5,.,71.1,71
2013,Chilko R,42,57.6,.,71.2,71
2013,Chilko R,42,57.6,.,71.2,71
2013,Chilko R,42,57.6,.,71.2,71
2013,Chilko R,42,57.7,.,71.3,71
2013,Chilko R,42,57.7,.,71.3,71
2013,Chilko R,42,57.7,.,71.3,71
2013,Chilko R,42,57.8,.,71.4,71
2013,Chilko R,42,57.8,.,71.4,71
2013,Chilko R,42,57.9,.,71.6,72
2013,Chilko R,42,58,.,71.7,72
2013,Chilko R,42,58,.,71.7,72
2013,Chilko R,42,58,.,71.7,72
2013,Chilko R,42,58.1,.,71.8,72
2013,Chilko R,42,58.1,.,71.8,72
2013,Chilko R,42,58.1,.,71.8,72
2013,Chilko R,42,58.1,.,71.8,72
2013,Chilko R,42,58.1,.,71.8,72
2013,Chilko R,42,58.1,.,71.8,72
2013,Chilko R,42,58.2,.,71.9,72
2013,Chilko R,42,58.2,.,71.9,72
2013,Chilko R,42,58.2,.,71.9,72
2013,Chilko R,42,58.2,.,71.9,72
2013,Chilko R,42,58.2,.,71.9,72
2013,Chilko R,42,58.2,.,71.9,72
2013,Chilko R,42,58.3,.,72.1,72
2013,Chilko R,42,58.4,.,72.2,72
2013,Chilko R,42,58.4,.,72.2,72
2013,Chilko R,42,58.4,.,72.2,72
2013,Chilko R,42,58.5,.,72.3,72
2013,Chilko R,42,58.5,.,72.3,72
2013,Chilko R,42,58.5,.,72.3,72
2013,Chilko R,42,58.5,.,72.3,72
2013,Chilko R,42,58.5,.,72.3,72
2013,Chilko R,42,58.5,.,72.3,72
2013,Chilko R,42,58.5,.,72.3,72
2013,Chilko R,42,58.5,.,72.3,72
2013,Chilko R,42,58.5,.,72.3,72
2013,Chilko R,42,58.6,.,72.4,72
2013,Chilko R,42,58.6,.,72.4,72
2013,Chilko R,42,58.6,.,72.4,72
2013,Chilko R,42,58.6,.,72.4,72
2013,Chilko R,42,58.6,.,72.4,72
2013,Chilko R,42,58.6,.,72.4,72
2013,Chilko R,42,58.7,.,72.6,73
2013,Chilko R,42,58.9,.,72.8,73
2013,Chilko R,42,58.9,.,72.8,73
2013,Chilko R,42,58.9,.,72.8,73
2013,Chilko R,42,59,.,72.9,73
2013,Chilko R,42,59,.,72.9,73
2013,Chilko R,42,59,.,72.9,73
2013,Chilko R,42,59,.,72.9,73
2013,Chilko R,42,59.1,.,73.0,73
2013,Chilko R,42,59.2,.,73.2,73
2013,Chilko R,42,59.2,.,73.2,73
2013,Chilko R,42,59.2,.,73.2,73
2013,Chilko R,42,59.2,.,73.2,73
2013,Chilko R,42,59.3,.,73.3,73
2013,Chilko R,42,59.4,.,73.4,73
2013,Chilko R,42,59.4,.,73.4,73
2013,Chilko R,42,59.4,.,73.4,73
2013,Chilko R,42,59.4,.,73.4,73
2013,Chilko R,42,59.5,.,73.5,74
2013,Chilko R,42,59.5,.,73.5,74
2013,Chilko R,42,59.5,.,73.5,74
2013,Chilko R,42,59.5,.,73.5,74
2013,Chilko R,42,59.5,.,73.5,74
2013,Chilko R,42,59.6,.,73.7,74
2013,Chilko R,42,59.6,.,73.7,74
2013,Chilko R,42,59.6,.,73.7,74
2013,Chilko R,42,59.6,.,73.7,74
2013,Chilko R,42,59.6,.,73.7,74
2013,Chilko R,42,59.6,.,73.7,74
2013,Chilko R,42,59.8,.,73.9,74
2013,Chilko R,42,59.8,.,73.9,74
2013,Chilko R,42,59.8,.,73.9,74
2013,Chilko R,42,59.8,.,73.9,74
2013,Chilko R,42,59.8,.,73.9,74
2013,Chilko R,42,59.9,.,74.0,74
2013,Chilko R,42,59.9,.,74.0,74
2013,Chilko R,42,59.9,.,74.0,74
2013,Chilko R,42,60,.,74.2,74
2013,Chilko R,42,60,.,74.2,74
2013,Chilko R,42,60,.,74.2,74
2013,Chilko R,42,60,.,74.2,74
2013,Chilko R,42,60.1,.,74.3,74
2013,Chilko R,42,60.1,.,74.3,74
2013,Chilko R,42,60.2,.,74.4,74
2013,Chilko R,42,60.2,.,74.4,74
2013,Chilko R,42,60.2,.,74.4,74
2013,Chilko R,42,60.2,.,74.4,74
2013,Chilko R,42,60.3,.,74.5,75
2013,Chilko R,42,60.4,.,74.7,75
2013,Chilko R,42,60.4,.,74.7,75
2013,Chilko R,42,60.4,.,74.7,75
2013,Chilko R,42,60.4,.,74.7,75
2013,Chilko R,42,60.5,.,74.8,75
2013,Chilko R,42,60.5,.,74.8,75
2013,Chilko R,42,60.5,.,74.8,75
2013,Chilko R,42,60.6,.,74.9,75
2013,Chilko R,42,60.6,.,74.9,75
2013,Chilko R,42,60.6,.,74.9,75
2013,Chilko R,42,60.8,.,75.2,75
2013,Chilko R,42,60.8,.,75.2,75
2013,Chilko R,42,60.9,.,75.3,75
2013,Chilko R,42,60.9,.,75.3,75
2013,Chilko R,42,60.9,.,75.3,75
2013,Chilko R,42,61,.,75.4,75
2013,Chilko R,42,61.1,.,75.5,76
2013,Chilko R,42,61.1,.,75.5,76
2013,Chilko R,42,61.2,.,75.6,76
2013,Chilko R,42,61.2,.,75.6,76
2013,Chilko R,42,61.2,.,75.6,76
2013,Chilko R,42,61.2,.,75.6,76
2013,Chilko R,42,61.3,.,75.8,76
2013,Chilko R,42,61.3,.,75.8,76
2013,Chilko R,42,61.4,.,75.9,76
2013,Chilko R,42,61.4,.,75.9,76
2013,Chilko R,42,61.4,.,75.9,76
2013,Chilko R,42,61.4,.,75.9,76
2013,Chilko R,42,61.5,.,76.0,76
2013,Chilko R,42,61.5,.,76.0,76
2013,Chilko R,42,61.5,.,76.0,76
2013,Chilko R,42,61.5,.,76.0,76
2013,Chilko R,42,61.5,.,76.0,76
2013,Chilko R,42,61.5,.,76.0,76
2013,Chilko R,42,61.5,.,76.0,76
2013,Chilko R,42,61.6,.,76.1,76
2013,Chilko R,42,61.6,.,76.1,76
2013,Chilko R,42,61.7,.,76.3,76
2013,Chilko R,42,61.7,.,76.3,76
2013,Chilko R,42,61.8,.,76.4,76
2013,Chilko R,42,61.8,.,76.4,76
2013,Chilko R,42,61.9,.,76.5,77
2013,Chilko R,42,61.9,.,76.5,77
2013,Chilko R,42,62,.,76.6,77
2013,Chilko R,42,62,.,76.6,77
2013,Chilko R,42,62.1,.,76.8,77
2013,Chilko R,42,62.1,.,76.8,77
2013,Chilko R,42,62.1,.,76.8,77
2013,Chilko R,42,62.1,.,76.8,77
2013,Chilko R,42,62.1,.,76.8,77
2013,Chilko R,42,62.2,.,76.9,77
2013,Chilko R,42,62.3,.,77.0,77
2013,Chilko R,42,62.4,.,77.1,77
2013,Chilko R,42,62.4,.,77.1,77
2013,Chilko R,42,62.5,.,77.3,77
2013,Chilko R,42,62.5,.,77.3,77
2013,Chilko R,42,62.5,.,77.3,77
2013,Chilko R,42,62.5,.,77.3,77
2013,Chilko R,42,62.6,.,77.4,77
2013,Chilko R,42,62.6,.,77.4,77
2013,Chilko R,42,62.7,.,77.5,78
2013,Chilko R,42,62.7,.,77.5,78
2013,Chilko R,42,62.8,.,77.6,78
2013,Chilko R,42,62.9,.,77.8,78
2013,Chilko R,42,62.9,.,77.8,78
2013,Chilko R,42,63,.,77.9,78
2013,Chilko R,42,63,.,77.9,78
2013,Chilko R,42,63.1,.,78.0,78
2013,Chilko R,42,63.1,.,78.0,78
2013,Chilko R,42,63.1,.,78.0,78
2013,Chilko R,42,63.2,.,78.1,78
2013,Chilko R,42,63.2,.,78.1,78
2013,Chilko R,42,63.2,.,78.1,78
2013,Chilko R,42,63.3,.,78.2,78
2013,Chilko R,42,63.3,.,78.2,78
2013,Chilko R,42,63.3,.,78.2,78
2013,Chilko R,42,63.3,.,78.2,78
2013,Chilko R,42,63.4,.,78.4,78
2013,Chilko R,42,63.4,.,78.4,78
2013,Chilko R,42,63.5,.,78.5,79
2013,Chilko R,42,63.5,.,78.5,79
2013,Chilko R,42,63.5,.,78.5,79
2013,Chilko R,42,63.5,.,78.5,79
2013,Chilko R,42,63.6,.,78.6,79
2013,Chilko R,42,63.7,.,78.7,79
2013,Chilko R,42,63.8,.,78.9,79
2013,Chilko R,42,63.8,.,78.9,79
2013,Chilko R,42,63.9,.,79.0,79
2013,Chilko R,42,64,.,79.1,79
2013,Chilko R,42,64,.,79.1,79
2013,Chilko R,42,64.1,.,79.2,79
2013,Chilko R,42,64.1,.,79.2,79
2013,Chilko R,42,64.1,.,79.2,79
2013,Chilko R,42,64.2,.,79.4,79
2013,Chilko R,42,64.2,.,79.4,79
2013,Chilko R,42,64.2,.,79.4,79
2013,Chilko R,42,64.2,.,79.4,79
2013,Chilko R,42,64.2,.,79.4,79
2013,Chilko R,42,64.2,.,79.4,79
2013,Chilko R,42,64.4,.,79.6,80
2013,Chilko R,42,64.5,.,79.7,80
2013,Chilko R,42,64.5,.,79.7,80
2013,Chilko R,42,64.6,.,79.9,80
2013,Chilko R,42,64.7,.,80.0,80
2013,Chilko R,42,64.8,.,80.1,80
2013,Chilko R,42,64.9,.,80.2,80
2013,Chilko R,42,65.1,.,80.5,80
2013,Chilko R,42,65.1,.,80.5,80
2013,Chilko R,42,65.2,.,80.6,81
2013,Chilko R,42,65.2,.,80.6,81
2013,Chilko R,42,65.2,.,80.6,81
2013,Chilko R,42,65.4,.,80.8,81
2013,Chilko R,42,65.5,.,81.0,81
2013,Chilko R,42,65.5,.,81.0,81
2013,Chilko R,42,65.5,.,81.0,81
2013,Chilko R,42,65.5,.,81.0,81
2013,Chilko R,42,65.6,.,81.1,81
2013,Chilko R,42,65.8,.,81.3,81
2013,Chilko R,42,65.8,.,81.3,81
2013,Chilko R,42,65.9,.,81.5,81
2013,Chilko R,42,66,.,81.6,82
2013,Chilko R,42,66.1,.,81.7,82
2013,Chilko R,42,66.1,.,81.7,82
2013,Chilko R,42,66.1,.,81.7,82
2013,Chilko R,42,66.2,.,81.8,82
2013,Chilko R,42,66.5,.,82.2,82
2013,Chilko R,42,66.5,.,82.2,82
2013,Chilko R,42,66.5,.,82.2,82
2013,Chilko R,42,66.6,.,82.3,82
2013,Chilko R,42,66.6,.,82.3,82
2013,Chilko R,42,66.7,.,82.5,82
2013,Chilko R,42,66.7,.,82.5,82
2013,Chilko R,42,66.8,.,82.6,83
2013,Chilko R,42,66.8,.,82.6,83
2013,Chilko R,42,67,.,82.8,83
2013,Chilko R,42,67.1,.,83.0,83
2013,Chilko R,42,67.1,.,83.0,83
2013,Chilko R,42,67.1,.,83.0,83
2013,Chilko R,42,67.2,.,83.1,83
2013,Chilko R,42,67.4,.,83.3,83
2013,Chilko R,42,67.4,.,83.3,83
2013,Chilko R,42,67.4,.,83.3,83
2013,Chilko R,42,67.4,.,83.3,83
2013,Chilko R,42,67.5,.,83.4,83
2013,Chilko R,42,67.7,.,83.7,84
2013,Chilko R,42,67.8,.,83.8,84
2013,Chilko R,42,67.8,.,83.8,84
2013,Chilko R,42,67.8,.,83.8,84
2013,Chilko R,42,67.9,.,83.9,84
2013,Chilko R,42,67.9,.,83.9,84
2013,Chilko R,42,68.1,.,84.2,84
2013,Chilko R,42,68.1,.,84.2,84
2013,Chilko R,42,68.1,.,84.2,84
2013,Chilko R,42,68.1,.,84.2,84
2013,Chilko R,42,68.1,.,84.2,84
2013,Chilko R,42,68.1,.,84.2,84
2013,Chilko R,42,68.2,.,84.3,84
2013,Chilko R,42,68.2,.,84.3,84
2013,Chilko R,42,68.2,.,84.3,84
2013,Chilko R,42,68.2,.,84.3,84
2013,Chilko R,42,68.2,.,84.3,84
2013,Chilko R,42,68.2,.,84.3,84
2013,Chilko R,42,68.3,.,84.4,84
2013,Chilko R,42,68.3,.,84.4,84
2013,Chilko R,42,68.4,.,84.6,85
2013,Chilko R,42,68.4,.,84.6,85
2013,Chilko R,42,68.5,.,84.7,85
2013,Chilko R,42,68.5,.,84.7,85
2013,Chilko R,42,68.5,.,84.7,85
2013,Chilko R,42,68.5,.,84.7,85
2013,Chilko R,42,68.5,.,84.7,85
2013,Chilko R,42,68.7,.,84.9,85
2013,Chilko R,42,68.8,.,85.1,85
2013,Chilko R,42,68.9,.,85.2,85
2013,Chilko R,42,69,.,85.3,85
2013,Chilko R,42,69,.,85.3,85
2013,Chilko R,42,69.1,.,85.4,85
2013,Chilko R,42,69.2,.,85.5,86
2013,Chilko R,42,69.2,.,85.5,86
2013,Chilko R,42,69.6,.,86.0,86
2013,Chilko R,42,69.8,.,86.3,86
2013,Chilko R,42,69.8,.,86.3,86
2013,Chilko R,42,69.8,.,86.3,86
2013,Chilko R,42,69.8,.,86.3,86
2013,Chilko R,42,69.9,.,86.4,86
2013,Chilko R,42,70.1,.,86.7,87
2013,Chilko R,42,70.1,.,86.7,87
2013,Chilko R,42,70.2,.,86.8,87
2013,Chilko R,42,70.2,.,86.8,87
2013,Chilko R,42,70.3,.,86.9,87
2013,Chilko R,42,70.4,.,87.0,87
2013,Chilko R,42,70.4,.,87.0,87
2013,Chilko R,42,70.4,.,87.0,87
2013,Chilko R,42,70.4,.,87.0,87
2013,Chilko R,42,70.5,.,87.2,87
2013,Chilko R,42,70.5,.,87.2,87
2013,Chilko R,42,70.5,.,87.2,87
2013,Chilko R,42,70.7,.,87.4,87
2013,Chilko R,42,70.8,.,87.5,88
2013,Chilko R,42,70.8,.,87.5,88
2013,Chilko R,42,71.1,.,87.9,88
2013,Chilko R,42,71.1,.,87.9,88
2013,Chilko R,42,71.2,.,88.0,88
2013,Chilko R,42,71.2,.,88.0,88
2013,Chilko R,42,71.3,.,88.1,88
2013,Chilko R,42,71.4,.,88.3,88
2013,Chilko R,42,71.5,.,88.4,88
2013,Chilko R,42,71.5,.,88.4,88
2013,Chilko R,42,71.6,.,88.5,89
2013,Chilko R,42,71.8,.,88.8,89
2013,Chilko R,42,72,.,89.0,89
2013,Chilko R,42,72.1,.,89.1,89
2013,Chilko R,42,72.2,.,89.3,89
2013,Chilko R,42,72.5,.,89.6,90
2013,Chilko R,42,72.5,.,89.6,90
2013,Chilko R,42,72.6,.,89.8,90
2013,Chilko R,42,73,.,90.3,90
2013,Chilko R,42,73.5,.,90.9,91
2013,Chilko R,42,73.5,.,90.9,91
2013,Chilko R,42,73.5,.,90.9,91
2013,Chilko R,42,73.8,.,91.2,91
2013,Chilko R,42,75.2,.,93.0,93
2013,Chilko R,42,75.4,.,93.2,93
2013,Chilko R,42,75.6,.,93.5,93
2013,Chilko R,42,77.4,.,95.7,96
2013,Chilko R,42,78.1,.,96.6,97
2013,Chilko R,42,78.1,.,96.6,97
2013,Chilko R,42,78.2,.,96.7,97
2013,Chilko R,42,79,.,97.7,98
2013,Chilko R,42,79,.,97.7,98
2013,Chilko R,42,80,.,98.9,99
2013,Chilko R,42,81.1,.,100.3,100
2013,Chilko R,52,50,.,61.8,62
2013,Chilko R,52,53,.,65.5,66
2013,Chilko R,52,54.8,.,67.7,68
2013,Chilko R,52,56.1,.,69.3,69
2013,Chilko R,52,57,.,70.5,70
2013,Chilko R,52,57.5,.,71.1,71
2013,Chilko R,52,57.7,.,71.3,71
2013,Chilko R,52,58,.,71.7,72
2013,Chilko R,52,58.1,.,71.8,72
2013,Chilko R,52,58.3,.,72.1,72
2013,Chilko R,52,58.4,.,72.2,72
2013,Chilko R,52,59.5,.,73.5,74
2013,Chilko R,52,61.5,.,76.0,76
2013,Chilko R,52,62,.,76.6,77
2013,Chilko R,52,62.2,.,76.9,77
2013,Chilko R,52,62.2,.,76.9,77
2013,Chilko R,52,62.3,.,77.0,77
2013,Chilko R,52,62.9,.,77.8,78
2013,Chilko R,52,62.9,.,77.8,78
2013,Chilko R,52,63,.,77.9,78
2013,Chilko R,52,63.1,.,78.0,78
2013,Chilko R,52,63.1,.,78.0,78
2013,Chilko R,52,63.2,.,78.1,78
2013,Chilko R,52,63.2,.,78.1,78
2013,Chilko R,52,63.2,.,78.1,78
2013,Chilko R,52,63.4,.,78.4,78
2013,Chilko R,52,63.5,.,78.5,79
2013,Chilko R,52,63.5,.,78.5,79
2013,Chilko R,52,63.5,.,78.5,79
2013,Chilko R,52,63.8,.,78.9,79
2013,Chilko R,52,64.1,.,79.2,79
2013,Chilko R,52,64.1,.,79.2,79
2013,Chilko R,52,64.2,.,79.4,79
2013,Chilko R,52,64.2,.,79.4,79
2013,Chilko R,52,64.2,.,79.4,79
2013,Chilko R,52,64.2,.,79.4,79
2013,Chilko R,52,64.2,.,79.4,79
2013,Chilko R,52,64.3,.,79.5,79
2013,Chilko R,52,64.4,.,79.6,80
2013,Chilko R,52,64.5,.,79.7,80
2013,Chilko R,52,64.5,.,79.7,80
2013,Chilko R,52,64.5,.,79.7,80
2013,Chilko R,52,64.6,.,79.9,80
2013,Chilko R,52,64.8,.,80.1,80
2013,Chilko R,52,64.9,.,80.2,80
2013,Chilko R,52,65.2,.,80.6,81
2013,Chilko R,52,65.2,.,80.6,81
2013,Chilko R,52,65.3,.,80.7,81
2013,Chilko R,52,65.3,.,80.7,81
2013,Chilko R,52,65.4,.,80.8,81
2013,Chilko R,52,65.7,.,81.2,81
2013,Chilko R,52,65.8,.,81.3,81
2013,Chilko R,52,65.9,.,81.5,81
2013,Chilko R,52,66,.,81.6,82
2013,Chilko R,52,66,.,81.6,82
2013,Chilko R,52,66,.,81.6,82
2013,Chilko R,52,66,.,81.6,82
2013,Chilko R,52,66,.,81.6,82
2013,Chilko R,52,66.1,.,81.7,82
2013,Chilko R,52,66.1,.,81.7,82
2013,Chilko R,52,66.2,.,81.8,82
2013,Chilko R,52,66.2,.,81.8,82
2013,Chilko R,52,66.2,.,81.8,82
2013,Chilko R,52,66.2,.,81.8,82
2013,Chilko R,52,66.2,.,81.8,82
2013,Chilko R,52,66.3,.,82.0,82
2013,Chilko R,52,66.4,.,82.1,82
2013,Chilko R,52,66.4,.,82.1,82
2013,Chilko R,52,66.4,.,82.1,82
2013,Chilko R,52,66.6,.,82.3,82
2013,Chilko R,52,66.6,.,82.3,82
2013,Chilko R,52,66.7,.,82.5,82
2013,Chilko R,52,66.8,.,82.6,83
2013,Chilko R,52,66.8,.,82.6,83
2013,Chilko R,52,67,.,82.8,83
2013,Chilko R,52,67,.,82.8,83
2013,Chilko R,52,67,.,82.8,83
2013,Chilko R,52,67,.,82.8,83
2013,Chilko R,52,67,.,82.8,83
2013,Chilko R,52,67.1,.,83.0,83
2013,Chilko R,52,67.1,.,83.0,83
2013,Chilko R,52,67.1,.,83.0,83
2013,Chilko R,52,67.2,.,83.1,83
2013,Chilko R,52,67.2,.,83.1,83
2013,Chilko R,52,67.3,.,83.2,83
2013,Chilko R,52,67.4,.,83.3,83
2013,Chilko R,52,67.4,.,83.3,83
2013,Chilko R,52,67.5,.,83.4,83
2013,Chilko R,52,67.5,.,83.4,83
2013,Chilko R,52,67.5,.,83.4,83
2013,Chilko R,52,67.6,.,83.6,84
2013,Chilko R,52,67.7,.,83.7,84
2013,Chilko R,52,67.7,.,83.7,84
2013,Chilko R,52,67.7,.,83.7,84
2013,Chilko R,52,67.7,.,83.7,84
2013,Chilko R,52,68,.,84.1,84
2013,Chilko R,52,68,.,84.1,84
2013,Chilko R,52,68,.,84.1,84
2013,Chilko R,52,68,.,84.1,84
2013,Chilko R,52,68.1,.,84.2,84
2013,Chilko R,52,68.1,.,84.2,84
2013,Chilko R,52,68.1,.,84.2,84
2013,Chilko R,52,68.2,.,84.3,84
2013,Chilko R,52,68.2,.,84.3,84
2013,Chilko R,52,68.3,.,84.4,84
2013,Chilko R,52,68.3,.,84.4,84
2013,Chilko R,52,68.3,.,84.4,84
2013,Chilko R,52,68.3,.,84.4,84
2013,Chilko R,52,68.4,.,84.6,85
2013,Chilko R,52,68.4,.,84.6,85
2013,Chilko R,52,68.5,.,84.7,85
2013,Chilko R,52,68.5,.,84.7,85
2013,Chilko R,52,68.5,.,84.7,85
2013,Chilko R,52,68.5,.,84.7,85
2013,Chilko R,52,68.5,.,84.7,85
2013,Chilko R,52,68.5,.,84.7,85
2013,Chilko R,52,68.7,.,84.9,85
2013,Chilko R,52,68.8,.,85.1,85
2013,Chilko R,52,68.8,.,85.1,85
2013,Chilko R,52,68.8,.,85.1,85
2013,Chilko R,52,68.9,.,85.2,85
2013,Chilko R,52,69,.,85.3,85
2013,Chilko R,52,69,.,85.3,85
2013,Chilko R,52,69,.,85.3,85
2013,Chilko R,52,69,.,85.3,85
2013,Chilko R,52,69,.,85.3,85
2013,Chilko R,52,69.1,.,85.4,85
2013,Chilko R,52,69.1,.,85.4,85
2013,Chilko R,52,69.1,.,85.4,85
2013,Chilko R,52,69.1,.,85.4,85
2013,Chilko R,52,69.1,.,85.4,85
2013,Chilko R,52,69.2,.,85.5,86
2013,Chilko R,52,69.2,.,85.5,86
2013,Chilko R,52,69.2,.,85.5,86
2013,Chilko R,52,69.3,.,85.7,86
2013,Chilko R,52,69.4,.,85.8,86
2013,Chilko R,52,69.5,.,85.9,86
2013,Chilko R,52,69.5,.,85.9,86
2013,Chilko R,52,69.5,.,85.9,86
2013,Chilko R,52,69.5,.,85.9,86
2013,Chilko R,52,69.5,.,85.9,86
2013,Chilko R,52,69.5,.,85.9,86
2013,Chilko R,52,69.6,.,86.0,86
2013,Chilko R,52,69.6,.,86.0,86
2013,Chilko R,52,69.6,.,86.0,86
2013,Chilko R,52,69.6,.,86.0,86
2013,Chilko R,52,69.6,.,86.0,86
2013,Chilko R,52,69.7,.,86.2,86
2013,Chilko R,52,69.7,.,86.2,86
2013,Chilko R,52,69.8,.,86.3,86
2013,Chilko R,52,69.8,.,86.3,86
