"year","stock","fishery","age","preTerm catch","Term catch","preterm shakers","term shakers","preterm legal dropoffs","term legal dropoffs","preterm sublegal dropoffs","term sublegal dropoffs","preterm CNRlegal","term CNRlegal","preterm CNRlegal dropoffs","term CNRlegal dropoffs","preterm CNRsublegal","term CNRsublegal","preterm CNRsublegal dropoffs","term CNRsublegal dropoffs"
1990,23,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,23,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,23,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,23,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,24,1,2,0,0,72.9,0,0,0,2.29,0,0,0,0,0,32.08,0,1.01,0
1990,24,1,3,61.94,0,72.63,0,0.5,0,2.28,0,4.16,0,0.16,0,31.96,0,1,0
1990,24,1,4,75.55,0,4.39,0,0.6,0,0.14,0,5.08,0,0.19,0,1.93,0,0.06,0
1990,24,1,5,1.27,0,0.26,0,0.01,0,0.01,0,0.09,0,0,0,0.11,0,0,0
1990,24,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,24,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,24,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,24,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,24,4,2,7.11,0,8.09,0,0.12,0,0.54,0,0.08,0,0.01,0,2.13,0,0.14,0
1990,24,4,3,68.94,0,7.2,0,1.17,0,0.48,0,0.77,0,0.06,0,1.9,0,0.13,0
1990,24,4,4,79.38,0,1.72,0,1.35,0,0.11,0,0.88,0,0.07,0,0.45,0,0.03,0
1990,24,4,5,2.53,0,0.07,0,0.04,0,0,0,0.03,0,0,0,0.02,0,0,0
1990,24,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,24,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,24,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,24,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,24,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,24,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,24,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,24,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,24,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,24,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,24,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,24,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,24,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,24,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,24,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,24,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,25,1,2,0,0,26.61,0,0,0,0.83,0,0,0,0,0,11.71,0,0.37,0
1990,25,1,3,2.51,0,26.58,0,0.02,0,0.83,0,0.17,0,0.01,0,11.69,0,0.37,0
1990,25,1,4,5.1,0,0.38,0,0.04,0,0.01,0,0.34,0,0.01,0,0.17,0,0.01,0
1990,25,1,5,0.81,0,0,0,0.01,0,0,0,0.05,0,0,0,0,0,0,0
1990,25,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,25,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,25,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,25,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,25,4,2,0,0,2.95,0,0,0,0.2,0,0,0,0,0,0.78,0,0.05,0
1990,25,4,3,45.92,0,2.63,0,0.78,0,0.18,0,0.51,0,0.04,0,0.69,0,0.05,0
1990,25,4,4,0,0,0.15,0,0,0,0.01,0,0,0,0,0,0.04,0,0,0
1990,25,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,25,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,25,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,25,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,25,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,25,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,25,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,25,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,25,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,25,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,25,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,25,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,25,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,25,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,25,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,25,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,25,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,26,1,2,0,0,48.74,0,0,0,1.53,0,0,0,0,0,21.44,0,0.67,0
1990,26,1,3,2.36,0,43.53,0,0.02,0,1.37,0,0.16,0,0.01,0,19.15,0,0.6,0
1990,26,1,4,10.33,0,1.38,0,0.08,0,0.04,0,0.69,0,0.03,0,0.61,0,0.02,0
1990,26,1,5,2.44,0,0.01,0,0.02,0,0,0,0.16,0,0.01,0,0.01,0,0,0
1990,26,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,26,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,26,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,26,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,26,4,2,0,0,5.41,0,0,0,0.36,0,0,0,0,0,1.43,0,0.1,0
1990,26,4,3,44.73,0,4.32,0,0.76,0,0.29,0,0.5,0,0.04,0,1.14,0,0.08,0
1990,26,4,4,0,0,0.54,0,0,0,0.04,0,0,0,0,0,0.14,0,0.01,0
1990,26,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,26,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,26,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,26,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,26,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,26,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,26,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,26,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,26,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,26,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,26,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,26,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,26,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,26,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,26,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,26,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,26,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,27,1,2,0,0,997.86,0,0,0,31.31,0,0,0,0,0,439.06,0,13.77,0
1990,27,1,3,276.91,0,583.48,0,2.22,0,18.31,0,18.61,0,0.71,0,256.74,0,8.05,0
1990,27,1,4,4566.68,0,22.42,0,36.53,0,0.7,0,306.9,0,11.64,0,9.86,0,0.31,0
1990,27,1,5,9268.7,0,3.87,0,74.15,0,0.12,0,622.9,0,23.62,0,1.7,0,0.05,0
1990,27,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,27,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,27,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,27,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,27,4,2,0,0,110.73,0,0,0,7.38,0,0,0,0,0,29.21,0,1.95,0
1990,27,4,3,162.84,0,57.85,0,2.77,0,3.86,0,1.81,0,0.15,0,15.26,0,1.02,0
1990,27,4,4,80.37,0,8.79,0,1.37,0,0.59,0,0.89,0,0.07,0,2.32,0,0.15,0
1990,27,4,5,31.04,0,1.11,0,0.53,0,0.07,0,0.35,0,0.03,0,0.29,0,0.02,0
1990,27,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,27,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,27,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,27,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,27,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,27,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,27,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,27,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,27,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,27,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,27,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,27,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,27,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,27,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,27,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,27,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,28,1,2,0,0,1228.28,0,0,0,38.53,0,0,0,0,0,540.45,0,16.96,0
1990,28,1,3,422.94,0,890.26,0,3.38,0,27.93,0,28.42,0,1.08,0,391.72,0,12.29,0
1990,28,1,4,6522.25,0,32,0,52.18,0,1,0,438.33,0,16.62,0,14.08,0,0.44,0
1990,28,1,5,14224.17,0,5.93,0,113.79,0,0.19,0,955.93,0,36.24,0,2.61,0,0.08,0
1990,28,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,28,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,28,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,28,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,28,4,2,0,0,136.3,0,0,0,9.09,0,0,0,0,0,35.95,0,2.4,0
1990,28,4,3,248.71,0,88.26,0,4.23,0,5.88,0,2.77,0,0.22,0,23.28,0,1.55,0
1990,28,4,4,114.78,0,12.54,0,1.95,0,0.84,0,1.28,0,0.1,0,3.31,0,0.22,0
1990,28,4,5,47.64,0,1.7,0,0.81,0,0.11,0,0.53,0,0.04,0,0.45,0,0.03,0
1990,28,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,28,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,28,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,28,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,28,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,28,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,28,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,28,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,28,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,28,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,28,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,28,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,28,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,28,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,28,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,28,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,29,1,2,214.25,0,1007.78,0,1.71,0,31.62,0,14.4,0,0.55,0,443.43,0,13.91,0
1990,29,1,3,2735.96,0,1062.4,0,21.89,0,33.33,0,183.87,0,6.97,0,467.46,0,14.67,0
1990,29,1,4,121.7,0,20.48,0,0.97,0,0.64,0,8.18,0,0.31,0,9.01,0,0.28,0
1990,29,1,5,0,0,0.14,0,0,0,0,0,0,0,0,0,0.06,0,0,0
1990,29,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,29,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,29,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,29,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,29,4,2,65.67,0,111.83,0,1.12,0,7.46,0,0.73,0,0.06,0,29.5,0,1.97,0
1990,29,4,3,31.09,0,105.33,0,0.53,0,7.02,0,0.35,0,0.03,0,27.78,0,1.85,0
1990,29,4,4,0,0,8.03,0,0,0,0.54,0,0,0,0,0,2.12,0,0.14,0
1990,29,4,5,0,0,0.04,0,0,0,0,0,0,0,0,0,0.01,0,0,0
1990,29,7,2,635.89,0,360.62,0,10.17,0,26.23,0,0,0,0,0,0,0,0,0
1990,29,7,3,49.4,0,280.48,0,0.79,0,20.4,0,0,0,0,0,0,0,0,0
1990,29,7,4,0,0,33.04,0,0,0,2.4,0,0,0,0,0,0,0,0,0
1990,29,7,5,0,0,0.38,0,0,0,0.03,0,0,0,0,0,0,0,0,0
1990,29,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,29,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,29,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,29,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,29,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,29,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,29,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,29,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,29,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,29,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,29,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,29,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,30,1,2,20.5,0,243.29,0,0.16,0,7.63,0,1.38,0,0.05,0,107.05,0,3.36,0
1990,30,1,3,144,0,183.42,0,1.15,0,5.75,0,9.68,0,0.37,0,80.7,0,2.53,0
1990,30,1,4,39.27,0,1.67,0,0.31,0,0.05,0,2.64,0,0.1,0,0.73,0,0.02,0
1990,30,1,5,0,0,0.01,0,0,0,0,0,0,0,0,0,0.01,0,0,0
1990,30,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,30,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,30,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,30,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,30,4,2,0,0,27,0,0,0,1.8,0,0,0,0,0,7.12,0,0.47,0
1990,30,4,3,66.7,0,18.18,0,1.13,0,1.21,0,0.74,0,0.06,0,4.8,0,0.32,0
1990,30,4,4,0,0,0.65,0,0,0,0.04,0,0,0,0,0,0.17,0,0.01,0
1990,30,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,30,7,2,1623.4,0,87.06,0,25.97,0,6.33,0,0,0,0,0,0,0,0,0
1990,30,7,3,1669.61,0,48.42,0,26.71,0,3.52,0,0,0,0,0,0,0,0,0
1990,30,7,4,0,0,2.69,0,0,0,0.2,0,0,0,0,0,0,0,0,0
1990,30,7,5,249.55,0,0.03,0,3.99,0,0,0,0,0,0,0,0,0,0,0
1990,30,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,30,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,30,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,30,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,30,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,30,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,30,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,30,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,30,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,30,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,30,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,30,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,31,1,2,0,0,258.84,0,0,0,8.12,0,0,0,0,0,113.89,0,3.57,0
1990,31,1,3,40.08,0,213.37,0,0.32,0,6.69,0,2.69,0,0.1,0,93.89,0,2.95,0
1990,31,1,4,1804.23,0,11.18,0,14.43,0,0.35,0,121.25,0,4.6,0,4.92,0,0.15,0
1990,31,1,5,816.8,0,1.04,0,6.53,0,0.03,0,54.89,0,2.08,0,0.46,0,0.01,0
1990,31,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,31,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,31,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,31,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,31,4,2,0,0,28.72,0,0,0,1.91,0,0,0,0,0,7.58,0,0.51,0
1990,31,4,3,39.11,0,21.15,0,0.66,0,1.41,0,0.44,0,0.04,0,5.58,0,0.37,0
1990,31,4,4,317.06,0,4.38,0,5.39,0,0.29,0,3.53,0,0.28,0,1.16,0,0.08,0
1990,31,4,5,40.62,0,0.3,0,0.69,0,0.02,0,0.45,0,0.04,0,0.08,0,0.01,0
1990,31,7,2,0,0,92.62,0,0,0,6.74,0,0,0,0,0,0,0,0,0
1990,31,7,3,0,0,56.33,0,0,0,4.1,0,0,0,0,0,0,0,0,0
1990,31,7,4,2647.85,0,18.04,0,42.37,0,1.31,0,0,0,0,0,0,0,0,0
1990,31,7,5,55.43,0,2.78,0,0.89,0,0.2,0,0,0,0,0,0,0,0,0
1990,31,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,31,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,31,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,31,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,31,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,31,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,31,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,31,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,31,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,31,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,31,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,31,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,32,1,2,0,0,1478.88,0,0,0,46.4,0,0,0,0,0,650.71,0,20.41,0
1990,32,1,3,1374.92,0,826.15,0,11,0,25.92,0,92.4,0,3.5,0,363.51,0,11.4,0
1990,32,1,4,16492.98,0,69.58,0,131.94,0,2.18,0,1108.4,0,42.02,0,30.62,0,0.96,0
1990,32,1,5,10853.48,0,8.3,0,86.83,0,0.26,0,729.4,0,27.66,0,3.65,0,0.11,0
1990,32,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,32,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,32,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,32,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,32,4,2,0,0,164.11,0,0,0,10.94,0,0,0,0,0,43.28,0,2.89,0
1990,32,4,3,197.81,0,81.91,0,3.36,0,5.46,0,2.2,0,0.18,0,21.6,0,1.44,0
1990,32,4,4,1040.92,0,27.27,0,17.7,0,1.82,0,11.59,0,0.93,0,7.19,0,0.48,0
1990,32,4,5,205.35,0,2.37,0,3.49,0,0.16,0,2.29,0,0.18,0,0.63,0,0.04,0
1990,32,7,2,0,0,529.2,0,0,0,38.49,0,0,0,0,0,0,0,0,0
1990,32,7,3,288.45,0,218.11,0,4.62,0,15.86,0,0,0,0,0,0,0,0,0
1990,32,7,4,957.19,0,112.24,0,15.32,0,8.16,0,0,0,0,0,0,0,0,0
1990,32,7,5,0,0,22.25,0,0,0,1.62,0,0,0,0,0,0,0,0,0
1990,32,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,32,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,32,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,32,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,32,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,32,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,32,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,32,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,32,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,32,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,32,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,32,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,33,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,33,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,33,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,33,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,33,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,33,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,33,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,33,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,33,4,2,0,0,114.55,0,0,0,7.64,0,0,0,0,0,30.21,0,2.01,0
1990,33,4,3,49.5,0,51.21,0,0.84,0,3.41,0,0.55,0,0.04,0,13.51,0,0.9,0
1990,33,4,4,41.57,0,1.91,0,0.71,0,0.13,0,0.46,0,0.04,0,0.5,0,0.03,0
1990,33,4,5,0,0,0.02,0,0,0,0,0,0,0,0,0,0.01,0,0,0
1990,33,7,2,210.25,0,369.38,0,3.36,0,26.86,0,0,0,0,0,0,0,0,0
1990,33,7,3,4246.15,0,136.37,0,67.94,0,9.92,0,0,0,0,0,0,0,0,0
1990,33,7,4,1074.18,0,7.86,0,17.19,0,0.57,0,0,0,0,0,0,0,0,0
1990,33,7,5,0,0,0.18,0,0,0,0.01,0,0,0,0,0,0,0,0,0
1990,33,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,33,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,33,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,33,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,33,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,33,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,33,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,33,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,33,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,33,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,33,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,33,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,34,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,34,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,34,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,34,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,34,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,34,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,34,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,34,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,34,4,2,0,0,88.2,0,0,0,5.88,0,0,0,0,0,23.26,0,1.55,0
1990,34,4,3,60.34,0,22.69,0,1.03,0,1.51,0,0.67,0,0.05,0,5.99,0,0.4,0
1990,34,4,4,162.88,0,2.5,0,2.77,0,0.17,0,1.81,0,0.15,0,0.66,0,0.04,0
1990,34,4,5,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,34,7,2,0,0,284.41,0,0,0,20.68,0,0,0,0,0,0,0,0,0
1990,34,7,3,2598.52,0,60.43,0,41.58,0,4.39,0,0,0,0,0,0,0,0,0
1990,34,7,4,296.99,0,10.3,0,4.75,0,0.75,0,0,0,0,0,0,0,0,0
1990,34,7,5,0,0,0.12,0,0,0,0.01,0,0,0,0,0,0,0,0,0
1990,34,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,34,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,34,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,34,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,34,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,34,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,34,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,34,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,34,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
